"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"86","12","SP","85856",,,,,"86","12","SP","85856",,,"86","12","03",11.00,35.00,"AM","01",0.00,0.00,0.00,0.00,"WESTERN","CUESTA","237.0","06",55.00,"2","1","008","E","1CZL","3",6826.00,"1","Y","TRACK 2920","1",,"3","DTTX","062419","002","Y",,,,,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,11020.00,5900.00,"M405",,0.00,0.00,0.00,0.00,"M405","3","1","008",16920.00,,"06C079",0.00,"000000",0.00,"1","1","1","2","05","35","05","35","1","7","W","1L","0","WESTER","EIM",177.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"SAN LUIS OBISPO","079",,,,"N",,,"X7331E WAS ENTERING SIDING AT 8MPH ON A 1.5% GRADE 8 DEGREE CURVE HEAD END POWER IN RUN 7 APPROX 900","AMPS STRINGLINED THE 2ND 3RD 4TH & EAST CAR OF 5TH GROUP OF ARTICULATED CARS.",,,,,,,,,,,,,,,,,,,,,,
,"86","12","UP","1286WY202",,,,,"86","12","UP","1286WY202","M861",,"86","12","08",10.00,50.00,"AM","01",0.00,0.00,0.00,0.00,"WYOMING","CHEYENNE","510.0","56",30.00,"2","2","004","E","205","4",1150.00,"1","Y","14/16/17/18","1",,"2","ACFX","082745","022","Y",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,16100.00,4005.00,"H306",,0.00,0.00,0.00,0.00,"H306","2","1","004",20105.00,,"56C021",0.00,"000000",0.00,"1","0","1","2","08","10","08","10","1","8","W","1L","0","WYOMIN","N",145.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"LARAMIE","021","01","00",,"N",,,"WHILE SETTING OUT IN YARD, MADE A ROUGH JOINT IN NO.16 TRACK (SO 6) DERAILING 5 CARS AND DAMAGING YA","RD TRACKS 14, 16, 17, & 18. NO PI'S INCURRED.",,,,,,,,,,,,,,,,,,,,,,
,"86","12","UP","1286WY203",,,,,"86","12","UP","1286WY203",,,"86","12","09",7.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"WYOMING","SPEER","519.5","56",5.00,"2","2","035","E","CL08","3",13877.00,"1","Y","NO.3 & 4","3",,"1","UP","044605","016","Y","UP","044605","016","Y",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1700.00,12759.00,"E68C",,0.00,0.00,0.00,0.00,"E68C","1","3","035",14459.00,,"56C021",0.00,"000000",0.00,"1","0","1","2","02","05","02","05","1","8","W","1L","0","WYOMIN","E",180.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"LARAMIE","021",,,,"N",,,"WHEEL CAME LOOSE ON AXLE UP 44605 AT MP 525.75 AND DROPPED TO INSIDE RAIL. SECOND CAR UP 46161 DID N","OT DERAIL, BUT HAD BROKEN BOTTOM ROD ON ""A"" END BRAKE RIGGING. NO PI'S INCURRED.",,,,,,,,,,,,,,,,,,,,,,
,"86","11","CNW","861113",,,,,"86","11","CSRR","CTACH0592","R831",,"86","11","29",11.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"EASTERN","PROVISO",,"17",38.00,"2","2","005","E","JO07",,0.00,"7","Y","#8","1",,"2","ETTX","853639","041","Y",,,,,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,0.00,24.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,9600.00,0.00,"H503",,0.00,0.00,0.00,0.00,"H503","2","1","005",10600.00,,"17C031",0.00,"000000",0.00,"1","0","1","1","03","16","03","16","1","4","W","1L","0","EASTER","N",44.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","00","01",,"N",,,"SLACK ACTION DUE TO IMPROPER TRAIN HANDLING.",,,,,,,,,,,,,,,,,,,,,,,
,"86","11","CSRR","CTACH0592","86","11","CNW","861113","86","11","CSRR","CTACH0592",,,"86","11","29",10.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"CHICAGO","BLUE ISLAND","15.5","17",40.00,"2","2","000",,,,0.00,,,"TRK NBR 9","1",,"3",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,"H503",,0.00,0.00,0.00,0.00,"H503","2","1","005",10600.00,,"17C031",0.00,,0.00,,,,,,,,,"2","4",,"1L","0","CHICAG","N",43.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031",,,,,,,"SLACK ACTION DUE TO IMPROPER TRAIN HANDLING",,,,,,,,,,,,,,,,,,,,,,,
,"86","11","CSRR","COAMI3202",,,,,"86","11","CSRR","COAMI3202",,,"86","11","08",9.00,0.00,"PM","12",0.00,0.00,0.00,0.00,"MICHIGAN","ROUGEMERE YD","6.5","26",64.00,"4","2","003","E","3828","4",240.00,"1","Y","#2 TRACK","1",,"2","CR","267405","001","Y",,,,,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6500.00,0.00,"H312",,0.00,0.00,0.00,0.00,"H312","2","1","003",6500.00,,"26C163",0.00,"000000",0.00,"1","0","1","2","05","30","05","30","1","4","E","1L","0","MICHIG","N",176.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"WAYNE","163",,,,"N",,,"CREW SWITCHED AN EMPTY TOGETHER WITH 6 CARS INTO TRACK AND THEN ALLOWED 3 LOADES TO ROLL INTO TRACK","AND DRAWBARS PASSED RESULTING IN DAMAGED TO BOTH CARS,CR 267405 AND CO 2625.",,,,,,,,,,,,,,,,,,,,,,
,"86","12","SSW","K4696",,,,,"86","12","SSW","K4696",,,"86","12","01",12.00,28.00,"PM","01",0.00,0.00,0.00,0.00,"PINE BLUFF","386.0","386.0","05",60.00,"2","1","005","E","M130","4",3887.00,"7","Y","2 SOUTH YD","4",,"2","GOGX","058689","010","Y",,,,,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,30.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,5850.00,4800.00,"T314",,0.00,0.00,0.00,0.00,"T314","2","4","005",10650.00,,"05C073",0.00,"000000",0.00,"1","1","1","2","02","08","02","08","1","5","W","1L","0","PINBLU","GEN",54.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"LAFAYETTE","073",,,,"N",,,"SHOVING 15 CARS BACK INTO 2 RAIL WHEN DERAILED 4 CARS.",,,,,,,,,,,,,,,,,,,,,,,
,"86","12","SSW","M3816",,,,,"86","12","SSW","M3816",,"602956Y","86","12","04",1.00,42.00,"PM","07",0.00,0.00,0.00,0.00,"KANSAS CITY","GROVELAND","224.2","20",45.00,"2","1","056","E","LACH","3",2180.00,"1","Y","MAINLINE","5",,"1","SP","006774","001","Y",,,,,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,"M399",,0.00,0.00,0.00,0.00,"M399","1","5","056",10000.00,,"20C113",0.00,"000000",0.00,"1","0","1","2","01","52","01","52","1","6","W","1L","0","KANCIT","M",38.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"MCPHERSON","113",,,,"N",,,"TRUCK DRIVER FAILED TO CLEAR CROSSING.",,,,,,,,,,,,,,,,,,,,,,,
,"86","12","TOE","89",,,,,"86","12","TOE","89",,,"86","12","16",7.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","VALLIANT","1","40",45.00,"4","1","003","E","DOD3",,4688.00,"7","Y","MARSHALLING YD #3","3",,"2","TOE","005057","002","Y",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6700.00,"T311",,0.00,0.00,0.00,0.00,"T311","2","3","003",6700.00,,"40C089",0.00,"000000",0.00,"1","0","1","1","03","15","03","15","1","5",,"3L","0","SYSTEM","N",32.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"MCCURTAIN","089",,,,"N",,,"DODGER CREW WAS MAKING UP TRAIN.",,,,,,,,,,,,,,,,,,,,,,,
,"86","11","CSRR","COAOH2271",,,,,"86","11","CSRR","COAOH2271",,,"86","11","19",2.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"OHIO","TOLEDO DOCK","125.0","39",32.00,"2","1","015","E","8143","4",0.00,"8","Y","39L","1",,"2","SBD","008143","001","N",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5500.00,0.00,"T101",,0.00,0.00,0.00,0.00,"T101","2","1","015",5500.00,,"39C095",0.00,"000000",0.00,"1","0","1","2","07","00","07","00","1","2","E","1L","0","OHIO","N",0.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"LUCAS","095",,,,"N",,,,,,,,,,,,,,,,,,,,,,,,,,
,"86","11","CSRR","COAVA1343",,,,,"86","11","CSRR","COAVA1343",,,"86","11","12",3.00,40.00,"AM","01",0.00,0.00,0.00,0.00,"VIRGINIA","ALPINE","185.8","51",40.00,"4","4","034","E","3751","3",14800.00,"1","Y","MAIN","3",,"1","UP","509326","121","Y",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,0.00,16.00,0.00,1.00,2.00,0.00,2.00,0.00,0.00,65000.00,6600.00,"E68C",,0.00,0.00,0.00,0.00,"E68C","1","3","034",71600.00,,"51C023",0.00,"000000",0.00,"1","1","1","2","02","25","02","25","1","2","E","1L","0","VIRGIN","E",48.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"BOTETOURT","023",,,,"N",,,"3751 EAST DERAILED 121ST CAR THRU 124 HEAD CARS.",,,,,,,,,,,,,,,,,,,,,,,
,"86","11","CSRR","COAWV0930",,,,,"86","11","CSRR","COAWV0930",,,"86","11","15",12.00,50.00,"AM","01",0.00,0.00,0.00,0.00,"WEST VIRGINIA","BELLWOOD","13.9","54",26.00,"4","2","015","E","4406","3",38.00,"1","Y","38","1",,"1","BO","004437","004","Y",,,,,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,0.00,42850.00,2000.00,"T220",,0.00,0.00,0.00,0.00,"T220","1","1","015",44850.00,,"54C019",0.00,"000000",0.00,"1","0","1","2","02","30","02","30","1","2","E","1L","0","WVIRGI","OCN",102.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"FAYETTE","019",,,,"N",,,"EXTRA 4406 HEADED AND MOVING EAST WITH 40 LOADS DERAILED UNIT 4437 4THHEAD UNIT AND 3RD THRU 7TH HEA","D.",,,,,,,,,,,,,,,,,,,,,,
,"86","12","BN","GT516",,,,,"86","12","TRRA","66623",,,"86","12","22",4.00,3.00,"PM","01",0.00,0.00,0.00,0.00,"GALESBURG","ST LOUIS-LINDENWOOD",,"29",35.00,"2","5","010","E","GM8L","4",17803.00,"1","Y","TRRA 56","1",,"2","GN","170122","087","Y","GN","170122","087","Y",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1000.00,0.00,"E05C",,0.00,0.00,0.00,0.00,"E05C","1","2","010",10002.00,,"29C510",0.00,"000000",0.00,"1","0","1","2","07","59","07","59","1","6","W","1L","0","GALESB","NIM",59.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"ST LOUIS","510",,,,"N",,,"TRAIN GM8LC DERAILED 1 CAR ACCOUNT BRAKE VALVE MALFUNCTION.",,,,,,,,,,,,,,,,,,,,,,,
,"86","12","SP","X0836",,,,,"86","12","SP","X0836",,,"86","12","02",5.00,30.00,"AM","01",4.00,4.00,0.00,0.00,"HOUSTON","LAPORTE","24.8","48",45.00,"4","1","003","E","SW22","3",8392.00,"1","Y","E/E BAYPORT LOP","1","0001.0","1","UTLX","083164","091","N",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,31.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,1600.00,4280.00,"T001",,0.00,0.00,0.00,0.00,"T001","1","1","003",5880.00,,"48C201",0.00,"000000",0.00,"1","0","1","2","06","30","06","30","1","5","W","1L","1","HOUSTO","NM",134.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"HARRIS","201",,,,"N",,,"SW 22 WAS BRING IN SHIPOUTS FROM THE LOOP WHEN THE 91ST CAR FROM THE ENG WALKED OFF IN THE CURVE AT","A LOW SPOT IN THE TRK ON THE LOOP.",,,,,,,,,,,,,,,,,,,,,,
,"86","12","SOU","D04122",,,,,"86","12","SOU","D04122",,,"86","12","07",5.00,25.00,"AM","01",0.00,0.00,0.00,0.00,"COASTAL","BROSNAN YARD","242.H","13",27.00,"4","1","010","E","251","1",12189.00,"1","Y","REC YARD LEAD","1",,"2","GSCX","008037","071","Y",,,,,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,12000.00,1000.00,"T314",,0.00,0.00,0.00,0.00,"T314","2","1","010",13000.00,,"13C021",0.00,"000000",0.00,"1","0","1","2","00","25","00","25","1","3","S","1L","0","COASTA","N",76.00,,"1986",0.00,0.00,0.00,0.00,0.00,0.00,"BIBB","021",,,,"N",,,"DERAILED 71ST THRU 745H HEAD CARS ACCOUNT SWITCH POINT BROKE UNDER MOVEMENT.",,,,,,,,,,,,,,,,,,,,,,,
